id,text,url,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
715,Prabowo cs otak kerusuhan thn 1998,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
716,Kemarin pas di demo ada juga tuh provokator isu sara.. tapi Alhamdulillah gak mempan ya guys ya,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
717,"Karena tdk didengarkan suara,,rakyat ,,geger bkar semua",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
718,saya masih umur 13thun,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
719,Amoi cindo paha nya putih mulussss euy di grepe dan di paksa buka semua pakaian nya trusss di paksa emut sosis item trusss di paksa mengaku jika dia suka dan enak,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,1,1,1,1,0,0,1
720,"Selanjutnya apa yg jadi dgn negri ini sepeninggal pak Harto???
Justru lebih ngeriii😅",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
721,Semoga bangsa indonesia semakin cerdas dan terpecah belah lagi,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
722,"SEBAGAI CONTOH DUNIA KALAU RAKYAT BERSATU ❤
MISKINKAN PARAKORUPTOR + PENGHIANAT NEGARA HARUS DI TEMBAK MATI.
BARU RAKYAT SEJAHTERA MAKMUR TIDAK ADA LAGI HURU HARA",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,0,1
723,Bakal akan terjadi lagi dimasa kini peristiwa 98.,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
724,"Ini bagian dari sejarah kelam negara kita, sekaligus pelajaran untuk jangan mudah terprovokasi. Kerusuhan, kekerasan, penjarahan hanya akan menghancurkan negara kita sendiri. Tidak akan ada perubahan signifikan untuk itu semua. Yang ada ekonomi kita semakin hancur. Banyak aktivis 98 ini kini menjabat sebagai dpr, apakah mereka membawa perubahan untuk negara? Tidak. Fokus saja bekerja untuk memperbaiki hidup kita masing masing. Demo 98 ini benar benar biadab, dalam agama apapun tidak ada yang membenarkan pelecehan dan pemerkosaan brutal ini. Mari kita jaga negara ini bersama sama, mari kita menjadi warga negara yg beradab",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
725,Sudah jauh dari ajaran Islam....,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,1,0,0,0,0,1,0,0
726,Kalau ada pemerkosaan penjarahan dan yang lain apa bedanya mereka sama koruptor dasar kera² tidak berguna,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
727,Gak pernah kecewa join di 𝐓𝐔𝐘𝐔𝐋𝟏𝟑𝟖. Mereka bener-bener fair sama semua member pasti di kasih JP,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
728,"Nanti yg menanggung dosa para si pelaku adalah,yg memprovokasi awal,hingga terjadi kerusuhan ini",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
729,Thn klahiranku,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
730,😂😂😂presiden yg paling gak punya muka iya orang solo jawa... presiden dari jawa.tengah dan jawa.timur gak ada yg bnr... sepakat gak pokonya mintri dpr apa aja klo keturunan jawa.tengah atau jawa.timur gak ada yg bnr..  sepakat gak,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
731,keren,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
732,Bogor Depok kaga sembarangan kalau ngomong,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
733,Pasti yg demo 98 dulu skrg udah byk jdi pejabat.mna tu perubahan?bahkan skrg koropsi lebih parah skrg,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
734,"Percaya gak tragedi 1998 ' sama yang kemarin 2025 dalangnya politik yang sama' tujuannya 1 melengserkan presiden,",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
735,Masih banyak orang2 primitif di indonesia...yang gampang di provokasi..,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
736,cuma hanya ini pmrintah indo mau nurutin kemauan rakyat,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
737,Sy baru usia 4 thn 😅,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
738,😂 KENAPA MALAH DIALIHKAN KE isu 1998 ? Saat ini mendesak ADILI JOKOWI dan MAKJULKAN FUFUFAFA  !!,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,0,0,1
739,"dan sejak itu hari..
benih² begal, penjahat perampok,dan sejenisnya  sudah mulai tumbuh lagi..
sampai skrg sudah menjamur.",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
740,"Pelaku pemerkosaan pantas dunhukum sangat berat ws,",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,1,0,1,0,0
741,Dan pada akhirnya setelah reformasi masyarakat di jajah bangsa sendiri,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,1,0,0,1,0,1,0
742,"Semisal ngk ada DPR ,polisi ,TNI yg katanya rakyat bubarin aja anggota keamanan parahh sihh pasti jadinya bakal begini pemerkosaan meraja rela kasian kaum wanita ,perampokan , bekal ,preman pasti banyak .....klo kata bubarin itu agak kurang tepat sih mending rombak lagi semua anggota keamanan pilih yg bener"" berkorban demi negara dan keadilan",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
743,"Gue baru lahir tahun itu 😅
Jadi cuma bisa dengar ceritanya dri org tua",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
744,Peristiwa kelam yang tak terlupakan sepanjang sejarah.,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
745,Jendral wiranto perlu dipertanyakan dlm peristiwa 98,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
746,"1998 orang""yang ga kebagian kue k3kuasan menjadi propokator kerusuhan",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
747,Sekarang cin4 berkuasa dan 4guan memguasai pantai pantai,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,1,0,0,1,0,1,0
748,Sembilan naga yang sekarang ini itu sangat bahaya,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
749,Smoga tdk terjadi lg,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
750,"Setiap Manusia akan mempertanggungjawabkan segala tindakan perbuatan dan perkataannya bahkan setelah tiba hari kematiannya. Maka jangan heran jika segala karma seorang manusia bisa berbalik menimpa kerabat ,keluarga, anak, cucu, cicit seluruh keluarga dan keturunannya berpuluh puluh generasi kedepannya. Selama para korban belum mendapatkan keadilan maka jangan berharap kehidupan para perencana, pendukung ,pelaku dan siapapun yang ikut didalamnya akan mendapat keberkahan dalam setiap amalnya. Jika nanti datang bencana maha dahsyat dan musibah besar berturut - turut maka itulah keadilan yang diberikan oleh Sang Maha Pencipta untuk membalas rasa sakit yang dialami para korban. Maka bagi keturunan dari para perencana, pendukung, pelaku ( baik yang masih hidup ataupun bahkan yang sudah mati ) tak perlu mempertanyakan lagi apa salah dan dosa yang sudah dilakukan. Tak perlu juga mencari kambing hitam lainnya karena pelaku kejahatan bengis dan dzolim itu ada didalam ruang lingkup keluarga sendiri. Setiap tetes air mata dan darah para korban akan menjadi saksi atas kejamnya tindakan seluruh pelaku yang terlibat kejahatan itu. Tinggal menunggu waktu tibanya pembalasan masing masing.",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
751,Pangkalan Brandan kan kerusuhan juga kok gada video nya,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
752,Aceh gk di sebut😢😢😢,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
753,"BUAT YANG IKUT MELAKUKAN KEJAHATAN....HEI....KALIAN APAKABAR SKRNG..SUDAH TOBAT??? APA ADA YANG MASIH HIDUP? PASTI KALIAN NYESAL DGN PERBUATAN YANG DULU..PENYIKSAAN DAN PEMERKOSAAN!!!
BUAT YANG JARAH...APA KALIAN HIDUP TENANG DGN HASIL JARAHAN?? APA MUNGKIN KAYA ?? ATAU HASIL JARAHAN BISA MENJAMIN HIDUP SAMPAI KE ANAK CUCU??? 😊",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
754,Kalo tidak seperti ini pejabat dan para atasanya makin ngelunjak.Harusnya sih terulang kembali jikalau para pejabat dan atasanya tetap begini2 saja.karna kalo tida seperti 98 tidak pernah bisa berubah saya yakin itu.😊,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
755,"Kekacauan politik, Megamen  dan Amien rasis dan bolo"" x lah biang kerokx",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,1,0,0,0,1,0
756,"Peristiwa 9i8 akan terjadi tiap tiap 20 thn  lagi ,jika cina masih bercokol di nkri",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,1,0,0,0,0,1,0
757,Mana nih yg pro lengser si macan asia sekrng?? Gmna skrng thn 2025 ngeluh apa lagi wkwkw,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
758,1998 adalah awaL hancur nya Indonesia,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
759,"Sejak peristiwa 98 ekonomi Indonesia hancur lebur sampe yg terendah, dolar langsung melambung, tertawa lah amin raiz",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
760,Ngeri,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
761,Kalau mau angkat sejarah jangan tanggung2 dari awal dong peristiwa ini belum sedahsyat peristiwa GEGER PECINAN coba buka lagi dari situ.,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
762,SEJARAH GAK BERMANFAAT 😂,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
763,Tuhan melihat,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
764,"Keren banget sih ini, hampir aja terulang kembali di bulan agustus inj",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
765,Sikap arogan polisi bodoh membawa bencana.,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
766,"W kelas satu SMA, sekolah dekat pasar, pas keluar udah rusuh",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
767,"Saya kelas 5 sd kala itu , suasana ibukota sangat mencekam. Setelah kerusuhan ekonomi ambruk, hampir jadi negara gagal.",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
768,Banyak yg provokator.. Sampai pak Suharto di lengserkan.. Saya yakin sampai skrng tetap miskin org nya,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
769,"1998 ITU TRAGEDI TUMBANGNYA REZIM MILITER EKS SERSAN KNIL BELANDA,,,,,,
DIRIKU WAKTU ITU ADA DI TEMPAT KEJADIAN,,,DAERAH GROGOL......DEMO YANG AWALNYA DAMAI BERUBAH JADI MIMPI BURUK KETIKA REZIM KERAHKAN ORMAS PAMSWAKARSA ( EMBRIO FPI) BUAT HALAU PERGERAKAN MASA DEMO, MASA TERPROFOKASI ORMAS PAMSWAKARSA YANG AROGAN HINGGA BENTROK TAK TERBENDUNG.
KELOMPOK YANG PALING BENCI KE SAUDARA KITA YANG CINA.HANYA ITU2 SAJA SAMPAI DETIK INI😂😂😂
SI ANTEK JONGOSSS2 BELANDA..",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,1,0,0,1,0,1,0
770,"tiap ntn atau baca kisah ttg tragedi 98 otakku lsg memutar flashback masalalu kelam tsb, ini adlh kejadian kelam yg sprtinya sih ga akan pernah bs kulupakan seumur hidup sbg warga keturunan Tionghoa walau kala itu kami sekluarga puji syukurnya aman2 saja dan masih dilindungi. ah tbtb jd kangen Papa bliau sosok yg bs diblg pahlawan, entah ap jdnya kluarga kt tnpa beliau wkt itu.. penuh terima kasih jg sama warlok pribumi yg di tngah carut-marutnya kondisi Indo saat itu ga keikut arus perusuh tp ttap baik bhkn mau bantu kaum minoritas.

btw intinya kalau mau melawan rezim tdk akan bs kalo hanya dr luar saja (rakyat) tp hrs dr dlm yakni org"" pemerintahan tsb menteri dll",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
771,Amin rais megawati biang keroknya.,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
772,perilaku peribumi kan?,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
773,"Prabowo, Sjafrie Samsudin, Wiranto, Agum Gumelar. Penjahat2 kemanusiaan",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
774,Habis itu Indonesia mengalami krismon kan,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
775,kok sy ga tau yah😂,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
776,"Ngeri banget,aku thn 98 masih kelas 3 SMA dlu nonton TV gak fokus ke berita,baru tau ternyata se mengerikan ini ya..😢,masyarakat Konoha sadis bgt seolah-olah tdk beragama,sprti binatang geregetan sy lihat video ini,mungkin org² pelaku kejahatan tsb diatas skrg bnyak yg udh mampus juga,biar Tuhan yg membalas semua kekejaman mereka",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
777,"Ini hampir sama Dangan kasus, marsinah, pahlawan buruh itu, yang di tahun 1993 silam 😮😮.",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
778,Pemerkosaan itu siapa yang nngelakuin ..,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
779,Sekarang jerih payah mahasiswa 98 malah diacak2 geng solo,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
780,dalanya amin rais. apakah saat ini ia jga..??,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
781,Nonton beritanya di buletin siang 1998..,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
782,Up,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
783,Pantas untuk orng china..dia punya negara numpang di negara orang lain..,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,1,0,0,0,1,0,0
784,"I Love Bpak  SOEHARTO,,❤❤❤",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
785,Sy kelas 5 es deh pda waktu ituh,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
786,1998 itu orang orang djawa solo,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
787,Ulah si partai merah ini,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,0,1,0
788,Ini yg mau dihapus Fadli Zonk,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
789,"Udah pernah kejadian gini, sampe skrg gak sadar sadar",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
790,Kenapa peristiwa 98 d Aceh tidal disebutkan?,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
791,Yg ikut penjarahan orangnya ada disini gak ya 😂😂😂😂😂,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
792,Kan dulu yg nembakin mahasiswa kan 1998 dulu kan TNI  tp kan yg memberi perintah sampe sekarang  misteri,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,1,0,0,0,0,0,1,1,0,0
793,Aku lahir di tahun itu di bulan mei 😢sangat mencekam kata emak ku.. tetangga banyak yanh meninggal ke panggang gara2 menjarah..,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
794,Semoga terulang lagi,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
795,Ini akibat apa ya ?,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
796,"Apapun ktnya, jaman bapak Harto hidup lbh baik dan aman. Semoga tenang di alammu pak.Harto😢😢",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
797,"Saya merindukan pak.harto. jaman pak.harto tdk ada rasis d Intoleranz. Semua aman. Tdk ada kelaparan. Stlh suharto Indonesien smkin byk mslh, terutama mslh kemanusiaan dan Intoleranz",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
798,awal kemunduran indonesia 😢,https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,1,0,1,0,0,0,0,1,1,0,0
799,"Sejarah kelam ,yang tidak terlupakan.",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
800,"Waktu itu saya baru selesai ujian ebtanas cawu 3,menunggu pengumuman kelulusan SMP..",https://youtu.be/80BP6eNRSnI?si=8pFr_0nrblKzYT5r,0,0,0,0,0,0,0,0,0,0,0
801,"Biar jumblah agamaku tak sehebat agama lain, tapi aku tetap bangga dan akan tetap bangga sampai akhir hayat, salam kebajikan .. Konghucu agama ku konchu nabi ku Huang tien tuhan ku.. sanzai 🙏🇮🇩❤",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
802,Amin,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
803,"Sring kali mencari agama yg mana yg benar. Yg sbnarnya jgn di tanya. Jgn di cari. Cukup mengamati dan merenungi. 
Hidup penganut agama mna yg kebanyakan hidup enak. 
Kuburan yg mana yg melihat lebih damai. 
Melihat. Buka minda.",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
804,"MUDAHAN AKU DI TAKDIRKAN ALLAH SEBAGAI ORG ORG YG BERUNTUNG.
BUKAN ORG ORG YG CELAKA.

AAMIIN...🤲

MUDAHAN AKU SELALU MUDAHKAN ALLAH BERIBADAH KEPADA ALLAH 

AAMIIN....🤲
.
DAN MUDAHAN AKU SELALU DI INGATKAN ALLAH KEPADA ALLAH.

AAMIIN....🤲

I LOVE ISLAM ♥️",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
805,Tak habis2 sebut pasal fEmAlE 🙄🙄🙄🙄🙄🙄,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
806,"In my fictional world, non Muslim yang paling ramai sehingga akhir abad ke 21",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
807,"In my fictional world, semua non Muslim dan yang tidak beragama mempunyai ramai anak",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
808,"In my fictional world, non-muslim akan lebih ramai sehingga akhir abad ke 21",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
809,"In my fictional world, populasi femboys lebih ramai daripada fEmAlE",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
810,"In my fictional world, mpeg is very common",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
811,"In my fictional world, Femboys can get pregnant and very fertile than fEmAlE",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
812,"In my fictional world, mpreg is exist and more better than fEmAlE",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
813,"In my fictional world, setiap pasangan yang memiliki anak wajib mempunyai 5 orang anak",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
814,"In my fictional world, Maldives, Arab Saudi dan Mauritius memiliki ramai Non Muslim sebab kita menyokong kebebasan beragama",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
815,"In my fictional world, pemeluk agama Hindu terbesar di dunia ialah negara fiksyen rekaan dan Malaysia. India memiliki 1.05 trillion penduduk beragama Hindu",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
816,"In my fictional world, China memiliki penduduk yang beragama Buddha berjumlah 244 billion orang. Thailand memiliki 64.5 billion orang dan Jepang memiliki 45.2 billion orang. Pixel Kingdom memiliki 500 billion orang. Salaria memiliki 300 billion orang dan Malaysia memiliki 300 billion orang agama Buddha",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
817,"In my fictional world, negara fiksyen rekaan dan Malaysia memiliki jumlah penduduk yang paling banyak menganut agama Buddha",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
818,"In my fictional world, pada 2025, populasi dunia adalah 20 quintillion. Agama Kristian mempunyai lebih 2.38 trillion pengikut, agama Islam mempunyai lebih 1.8 trillion pengikut, agama Hindu mempunyai lebih 1.1 trillion pengikut, agama Buddha mempunyai lebih 500 billion pengikut, agama Shinto mempunyai lebih 104 billion pengikut, agama Sikh mempunyai lebih 25 billion pengikut, agama Yahudi mempunyai lebih 14 billion pengikut, agama Taoisme mempunyai lebih 12 billion pengikut, agama Shamanism mempunyai lebih 10 billion pengikut, agama Cai Dari mempunyai lebih 4.4 billion orang. Yang selebihnya ialah atheist atau tidak beragama (maksud lebih dalam comment ni ialah agama2 ni dipratikkan di banyak negara fiksyen rekaan)",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
819,"In my fictional world, semua agama ni ada di banyak negara fiksyen rekaan dan Malaysia",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
820,"In my fictional world, non Muslim paling banyak",https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
821,Amin,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
822,maju lah umat budha di dumia ini,https://youtu.be/EGHl0D-YvDc?si=53ax6HK1k_Zj3Uw7,0,0,0,0,0,0,0,0,0,0,0
